loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2024-05-14T11:19:21.013+02:00,1,1715678359.998924,53.22959541146532,10.40529458601563,30.55357,0.669558,0.3079722,283.4898077295505,179.9999999999997,3.525032958846617,4.625870693375886,-9999,1715678361.007772,-3.128402709960938,-19.44622802734375,-34.23358154296875,182.3014068603516,178.1307525634766,11.10312366485596,1591754.656342625,0.03125,-0.0805511474609375,-0.9775390625,1591754.642520625,-0.07194396108388901,-0.1476304680109024,0.1400702893733978,1591754.638238625,-126.6443634033203,-214.5108184814453,-865.2799072265625,1591754.646289625,-1.691561709555882,0.01120849701988466,0.06723793140885481,-0.06241517513990402,-0.1378698647022247,0.133298471570015,0.04551891982555389,-0.00118718296289444,0.02627271413803101,XArbitraryCorrectedZVertical,0.02648209435189604,-0.02144397266932115,-0.747929556225267,0.6629029669318016,0.01118293590843678,-0.06718727946281433,-0.9976776838302612,-3.017349243164062,-19.46160888671875,-34.3740234375,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591750.992272,0,12.17052,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.033+02:00,2,1715678359.998924,53.22959541146532,10.40529458601563,30.55357,0.669558,0.3079722,283.4898077295505,179.9999999999997,3.525032958846617,4.625870693375886,-9999,1715678361.027796,-3.183547973632812,-19.18434143066406,-33.85748291015625,182.2202453613281,178.0495910644531,11.10350608825684,1591754.686501625,0.0040435791015625,-0.1195526123046875,-0.9559326171875,1591754.672679625,-0.1319407224655151,-0.01906104199588299,0.06745680421590805,1591754.668954625,-127.5497894287109,-214.3943481445312,-865.1346435546875,1591754.681475625,-1.688390888142744,0.008968615116667654,0.06381445808604316,-0.1765744090080261,0.01442218944430351,0.05091686919331551,0.001166533678770065,-0.0540875643491745,0.04800379276275635,XArbitraryCorrectedZVertical,0.02454323042157147,-0.02086680647753436,-0.7469538726710743,0.6640949612056787,0.008950239978730679,-0.06377115845680237,-0.9979243874549866,-3.183547973632812,-19.18434143066406,-33.85748291015625,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591750.992272,0,12.17052,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.065+02:00,3,1715678359.998924,53.22959541146532,10.40529458601563,30.55357,0.669558,0.3079722,283.4898077295505,179.9999999999997,3.525032958846617,4.625870693375886,-9999,1715678361.048,-3.234504699707031,-19.04804992675781,-34.03973388671875,182.1773529052734,178.0066986083984,11.10377979278564,1591754.716660625,-0.0079193115234375,-0.113067626953125,-0.9725494384765625,1591754.702838625,-0.2019533663988113,0.03706960380077362,0.02043017372488976,1591754.699671625,-126.8502960205078,-214.1124725341797,-864.28271484375,1591754.681475625,-1.688390888142744,0.008968615116667654,0.06381445808604316,-0.1765744090080261,0.01442218944430351,0.05091686919331551,0.001166533678770065,-0.0540875643491745,0.04800379276275635,XArbitraryCorrectedZVertical,0.02454323042157147,-0.02086680647753436,-0.7469538726710743,0.6640949612056787,0.008950239978730679,-0.06377115845680237,-0.9979243874549866,-3.183547973632812,-19.18434143066406,-33.85748291015625,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591750.992272,0,12.17052,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.099+02:00,4,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.094327,-3.352317810058594,-19.18183898925781,-34.76104736328125,182.2669067382812,178.0962524414062,11.10435009002686,1591754.746819625,-0.009307861328125,-0.0983123779296875,-0.968170166015625,1591754.732997625,-0.1113414391875267,-0.03010410629212856,-0.08027699589729309,1591754.730387625,-128.0858917236328,-214.2554016113281,-864.69189453125,1591754.716660625,-1.687571426345217,0.01063301480570364,0.05723130572906453,-0.1527753919363022,0.003567812498658895,-0.01914064958691597,-0.01853451877832413,-0.05586739256978035,0.02575689554214478,XArbitraryCorrectedZVertical,0.02298687646475074,-0.01784528328994483,-0.7467470654902625,0.6644713615162479,0.01061540562659502,-0.05720006674528122,-0.9983062744140625,-3.602981567382812,-19.17514038085938,-34.476318359375,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591750.992272,0,12.17052,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.131+02:00,5,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.128378,-2.457450866699219,-18.12870788574219,-34.29583740234375,182.4808502197266,178.3101959228516,11.1050910949707,1591754.776978625,-0.0212249755859375,-0.0870361328125,-0.9947662353515625,1591754.763156625,-0.1524672955274582,-0.04792384803295135,-0.09492331743240356,1591754.761104625,-127.0068206787109,-214.1060333251953,-864.1438598632812,1591754.751845625,-1.690208183845167,0.009926708720762326,0.05303686775186299,-0.1278902739286423,-0.05381621792912483,-0.1018738895654678,-0.01922024972736835,-0.0453002080321312,0.03037452697753906,XArbitraryCorrectedZVertical,0.02130823727281413,-0.01654150466971967,-0.7476806533168231,0.6635105522803608,0.009912587702274323,-0.05301200598478317,-0.9985446929931641,-4.045135498046875,-19.16697692871094,-34.35748291015625,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591750.992272,0,12.17052,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.154+02:00,6,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.14853,-2.279914855957031,-18.02955627441406,-35.1717529296875,182.5591125488281,178.3884582519531,11.10539150238037,1591754.807137625,-0.0141143798828125,-0.0960235595703125,-0.98138427734375,1591754.793315625,-0.07406757026910782,0.052264004945755,-0.06706158816814423,1591754.791822625,-126.8617401123047,-213.1864624023438,-866.205810546875,1591754.787031625,-1.69331672995118,0.00925221918194725,0.04832723432282823,-0.1106746643781662,0.0371699370443821,-0.07399089634418488,-0.03632543608546257,-0.0381019338965416,-0.01326471567153931,XArbitraryCorrectedZVertical,0.01947068430155462,-0.01503445876516287,-0.7487700589519577,0.6623732226973329,0.009241284802556038,-0.04830842465162277,-0.9987897276878357,-2.457450866699219,-18.12870788574219,-34.29583740234375,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591752.059511,0,12.17581,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.184+02:00,7,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.168595,-2.769859313964844,-18.28875732421875,-34.70611572265625,182.6129302978516,178.4422760009766,11.10566711425781,1591754.837296625,0.0014801025390625,-0.165863037109375,-0.86102294921875,1591754.823474625,0.01854758523404598,0.04967008531093597,-0.04726738110184669,1591754.822541625,-126.0759887695312,-213.3406829833984,-865.85595703125,1591754.822216625,-1.695244476290047,0.01129138293279657,0.04774704445840035,0.01818878576159477,0.05223240703344345,-0.04716835170984268,-0.005052491091191769,-0.06561321020126343,0.04989832639694214,XArbitraryCorrectedZVertical,0.02002836837083422,-0.01416115285583782,-0.7493942466326834,0.6616697615016734,0.01127827446907759,-0.04772890359163284,-0.9987966418266296,-2.769859313964844,-18.28875732421875,-34.70611572265625,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591752.059511,0,12.17581,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.215+02:00,8,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.208701,-2.641647338867188,-18.16038513183594,-35.39483642578125,182.9895629882812,178.8189086914062,11.10648727416992,1591754.867455625,-0.0980682373046875,-0.22119140625,-0.8468475341796875,1591754.853633625,-0.218527540564537,-0.1646475344896317,-0.2582906782627106,1591754.853259625,-126.6113891601562,-213.2433624267578,-865.8787231445312,1591754.857402625,-1.700225269840208,0.009563657415562756,0.04477085121304998,-0.2727016508579254,-0.1949547678232193,-0.2965714335441589,-0.08307057619094849,-0.1793955564498901,0.1817067861557007,XArbitraryCorrectedZVertical,0.01836264221029845,-0.0136630777653127,-0.7510872765757705,0.6598061442181764,0.009553928859531879,-0.04475589469075203,-0.9989522695541382,-2.641273498535156,-18.15007019042969,-35.3184814453125,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591752.059511,0,12.17581,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.248+02:00,9,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.228982,-2.750968933105469,-17.92356872558594,-35.66424560546875,183.5035400390625,179.3328857421875,11.10697746276855,1591754.897614625,-0.1978302001953125,-0.1883544921875,-1.114486694335938,1591754.883792625,-0.5914702415466309,-0.1183293089270592,-0.5743735432624817,1591754.883976625,-126.309326171875,-212.6296691894531,-865.4382934570312,1591754.892587625,-1.716879473905713,0.004405485608006006,0.02738673182810003,-0.6234328746795654,-0.03023602999746799,-0.6503509879112244,-0.2079711258411407,-0.1863463819026947,-0.04318559169769287,XArbitraryCorrectedZVertical,0.01061687423120844,-0.008923493586048473,-0.756731174455095,0.6535792267366384,0.00440381933003664,-0.02738330885767937,-0.9996153116226196,-2.539398193359375,-17.64212036132812,-35.24090576171875,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591752.059511,0,12.17581,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
2024-05-14T11:19:21.281+02:00,10,1715678360.998964,53.2295943118515,10.40530898969229,30.57969,0.03084171,0.3079722,283.4898151795775,179.999999999936,3.511512960807415,4.636142120219178,-9999,1715678361.269272,-1.735305786132812,-16.94564819335938,-35.56866455078125,185.0137939453125,180.8431396484375,11.10800266265869,1591754.927773625,-0.096282958984375,-0.0865478515625,-1.18670654296875,1591754.913951625,-0.5008593797683716,0.1711927801370621,-0.6758357286453247,1591754.914692625,-125.4687042236328,-212.0060729980469,-865.7440185546875,1591754.892587625,-1.716879473905713,0.004405485608006006,0.02738673182810003,-0.6234328746795654,-0.03023602999746799,-0.6503509879112244,-0.2079711258411407,-0.1863463819026947,-0.04318559169769287,XArbitraryCorrectedZVertical,0.01061687423120844,-0.008923493586048473,-0.756731174455095,0.6535792267366384,0.00440381933003664,-0.02738330885767937,-0.9996153116226196,-2.539398193359375,-17.64212036132812,-35.24090576171875,-1,2,1591704.8057515,walking,2,2024-05-14T11:18:31.182+02:00,2024-05-13T16:09:26.410+02:00,5070,0.9548404,0.7481987,1.773595,3518.323,2,2,2024-05-14T11:19:17.182+02:00,1591752.059511,0,12.17581,100.8995,1715678361.013236,10.233.12.50,100.90.113.55,my_iOS_device,0,1,1715678361.001228,1,0.5,0
