filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22959155429539,10.40529849524063,53.2295966,10.4053239
15.267070250003599,270.0,15.267070250003599,53.22943157493306,10.40538711579021,53.2294238,10.4053372
28.01637662500434,360.0,12.749306375000742,53.22941234446233,10.40511382373502,53.2294155,10.4051001
34.165336416699574,270.0,6.148959791695233,53.22944695245809,10.40508458155134,53.2294155,10.4051001
46.29274637499475,180.0,12.127409958295175,53.22943579189858,10.4048187472174,53.2294001,10.4048764
53.05361341670505,270.0,6.7608670417102985,53.22937478948802,10.40485834616337,53.2294001,10.4048764
59.31293899999582,360.0,6.259325583290774,53.22938136071464,10.40472873025317,53.2293866,10.404756
66.04371954170347,360.0,6.730780541707645,53.22948257488097,10.40470259864487,53.2294744,10.4047508
68.160253916707,360.0,2.116534375003539,53.22951082630797,10.4046916128172,53.2294744,10.4047508
87.53001662499446,270.0,19.369762708287453,53.22974342658758,10.40464270351361,53.2297696,10.4046194
94.61184774999856,,7.081831125004101,53.22976801281064,10.40455914332635,53.2297696,10.4046194
