filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.2296017975299,10.40530548593122,53.2295966,10.4053239
10.46297787502408,270.0,10.46297787502408,53.22951757528887,10.40532444116862,53.2295037,10.4053357
24.875985499937087,180.0,14.413007624913007,53.22949801805206,10.4050967159545,53.2294835,10.4050846
32.625261625042185,270.0,7.749276125105098,53.22942237462322,10.40510381644751,53.2294155,10.4051001
45.86239220807329,360.0,13.237130583031103,53.22941370664087,10.40487945175366,53.2294001,10.4048764
52.79759787488729,450.0,6.935205666813999,53.2294856584444,10.4048653887544,53.2294804,10.4048623
66.12527825008146,540.0,13.327680375194177,53.22950744736278,10.40508671073493,53.2294835,10.4050846
73.3922059580218,450.0,7.26692770794034,53.22944238828178,10.40509847557102,53.2294155,10.4051001
89.91623758291826,360.0,16.524031624896452,53.22944348291315,10.40534195911856,53.2294238,10.4053372
106.01813370804302,,16.101896125124767,53.22958297286348,10.40530842119459,53.2295966,10.4053239
