filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22954724547787,10.40545376949981,53.2295966,10.4053239
13.61856712498411,270.0,13.61856712498411,53.22940120290842,10.4054655038929,53.2294238,10.4053372
18.311881041656306,270.0,4.693313916672196,53.22940401999295,10.40528977151499,53.2294238,10.4053372
25.542411249989527,360.0,7.230530208333221,53.22940316399354,10.40510702644879,53.2294155,10.4051001
27.507994999999937,360.0,1.9655837500104099,53.22940446730841,10.40507649110497,53.2294155,10.4051001
31.3188257916554,270.0,3.8108307916554622,53.22947354397969,10.40506436249544,53.2294835,10.4050846
42.63098729165358,180.0,11.312161499998183,53.22944701596121,10.40480741060263,53.2294744,10.4047508
49.76125516665343,270.0,7.130267874999845,53.2293612894519,10.4048490203854,53.2294001,10.4048764
55.14655929165747,180.0,5.3853041250040405,53.22936549190548,10.40471119877476,53.2293866,10.404756
61.00319687498995,180.0,5.8566375833324855,53.2293224386603,10.40479293137124,53.2293154,10.4048099
63.4902636666593,90.0,2.487066791669349,53.22930758670018,10.40479727759,53.2293154,10.4048099
68.32399387499026,0.0,4.833730208330962,53.22932089709476,10.40489119939579,53.2293119,10.4048889
73.13766737498372,0.0,4.813673499993456,53.22940494110566,10.40486195830469,53.2294001,10.4048764
75.1935057499868,0.0,2.055838375003077,53.22943691615031,10.40484177836102,53.2294001,10.4048764
82.00284887498856,0.0,6.80934312500176,53.22954157879425,10.40480825135057,53.2296053,10.4048372
105.42942879165639,-90.0,23.426579916667833,53.22984442063863,10.40465995613591,53.229847,10.4046903
108.96949916665471,-180.0,3.5400703749983222,53.22988074116275,10.40465145876488,53.229847,10.4046903
110.75457924998773,-180.0,1.785080083333014,53.22989217597049,10.40463147786747,53.229847,10.4046903
117.88487249998434,-90.0,7.130293249996612,53.22976771080098,10.40473659210987,53.2297627,10.404694
125.27591624999332,,7.391043750008976,53.22976278757562,10.40454734155479,53.2297696,10.4046194
125.27591624999332,,0.0,53.22976278757562,10.40454734155479,53.2297696,10.4046194
