filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22958465940842,10.40531410174975,53.2295966,10.4053239
8.63631262499257,270.0,8.63631262499257,53.22950248129388,10.40538166228157,53.2295037,10.4053357
33.19139087499934,360.0,24.555078250006773,53.22943618887333,10.40480810064493,53.2294744,10.4047508
44.084833624991006,360.0,10.893442749991664,53.22955774938973,10.40476179198239,53.2295982,10.4047287
46.71291149999888,360.0,2.6280778750078753,53.22958161301034,10.40474862469853,53.2295982,10.4047287
64.82864349999,270.0,18.115731999991112,53.2297993920531,10.40463475763913,53.2297696,10.4046194
71.3186294999905,180.0,6.489986000000499,53.22980970878436,10.40457686515589,53.2297696,10.4046194
110.14820104169485,90.0,38.829571541704354,53.22940855481473,10.40482666481795,53.2294001,10.4048764
116.92904566669313,180.0,6.780844624998281,53.22943533863483,10.40494022502967,53.2294001,10.4048764
125.44518937499379,270.0,8.51614370830066,53.2293544866386,10.40491348273497,53.2293119,10.4048889
130.76149124999938,360.0,5.316301875005593,53.22934318233108,10.40481622302638,53.2293154,10.4048099
139.357833749993,450.0,8.596342499993625,53.22940899956544,10.40473349305933,53.2293866,10.404756
145.85773229169718,360.0,6.4998985417041695,53.22943457481519,10.40486650274893,53.2294001,10.4048764
162.0873124166974,540.0,16.22958012500021,53.22958964162822,10.40479186734885,53.2296053,10.4048372
176.53133054169302,,14.444018124995637,53.22961028486521,10.40505815838068,53.2296167,10.4050307
