filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22959543547514,10.40532258554008,53.2295966,10.4053239
9.708979999879375,270.0,9.708979999879375,53.22951542561226,10.40532736688364,53.2295037,10.4053357
10.734147917013615,270.0,1.0251679171342403,53.2295078772581,10.40532696690167,53.2295037,10.4053357
24.6945277499035,180.0,13.960379832889885,53.22949358694605,10.40509699508653,53.2294835,10.4050846
32.383312250021845,270.0,7.688784500118345,53.22941880499071,10.40510059769342,53.2294155,10.4051001
45.83118654205464,360.0,13.447874292032793,53.22941460217942,10.40488673402147,53.2294001,10.4048764
56.08300662506372,360.0,10.251820083009079,53.22951407300876,10.404861928744,53.2294804,10.4048623
65.85243116691709,450.0,9.769424541853368,53.22961561663786,10.40483570089901,53.2296053,10.4048372
66.93792499997653,450.0,1.085493833059445,53.22962420540068,10.404835469809,53.2296053,10.4048372
69.86272566695698,450.0,2.9248006669804454,53.22962405008921,10.40489021728882,53.2296053,10.4048372
74.7172928750515,450.0,4.854567208094522,53.22962888764965,10.40495180350517,53.2296167,10.4050307
75.80278500006534,450.0,1.0854921250138432,53.2296283329685,10.40497262592205,53.2296167,10.4050307
82.0745145000983,,6.271729500032961,53.22962934004685,10.40508074273583,53.2296167,10.4050307
