filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22959693100461,10.40533336185172,53.2295966,10.4053239
15.17110937499092,270.0,15.17110937499092,53.22941564748103,10.40540487112565,53.2294238,10.4053372
28.32676562501001,270.0,13.155656250019092,53.22940368146978,10.40511959212745,53.2294155,10.4051001
30.633016125007998,270.0,2.3062504999979865,53.22939530314588,10.40508153878464,53.2294155,10.4051001
39.697588041686686,360.0,9.064571916678688,53.22939248821828,10.40489633856815,53.2294001,10.4048764
41.90356641670223,360.0,2.2059783750155475,53.22939065270474,10.40486810545361,53.2294001,10.4048764
52.20147475000704,360.0,10.297908333304804,53.22954145962669,10.40478769948596,53.2295982,10.4047287
53.775740874989424,360.0,1.5742661249823868,53.22955562627966,10.4047811326681,53.2295982,10.4047287
59.17035825000494,270.0,5.394617375015514,53.22961215971494,10.40475739653309,53.2295982,10.4047287
61.065491999994265,270.0,1.895133749989327,53.22961818813865,10.40474286199762,53.2295982,10.4047287
62.83027254170156,270.0,1.764780541707296,53.22961210044461,10.4047208762957,53.2295982,10.4047287
65.88855662499554,360.0,3.0582840832939837,53.22959412471358,10.40467456114301,53.2295982,10.4047287
76.98861129168654,270.0,11.100054666690994,53.22975237863199,10.40465147570526,53.2297696,10.4046194
84.95015529170632,,7.961544000019785,53.22977834434467,10.40452592725258,53.2297696,10.4046194
85.11058929169667,,0.1604339999903459,53.22977380340216,10.404508210455,53.2297696,10.4046194
