filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22943524852285,10.4052382831928,53.2295966,10.4053239
9.763318708330189,270.0,9.763318708330189,53.2295446541563,10.40534903446384,53.2295037,10.4053357
24.478018124998925,180.0,14.714699416668736,53.22951775945161,10.40509427951363,53.2294835,10.4050846
31.8502652083298,270.0,7.372247083330876,53.22943244866777,10.40509523929664,53.2294155,10.4051001
44.452835583328124,360.0,12.602570374998322,53.229404777082,10.40487027621581,53.2294001,10.4048764
88.68682083332897,270.0,44.23398525000084,53.22987449148497,10.40474881862884,53.2298517,10.4047826
97.0754468333289,180.0,8.388625999999931,53.22987835570381,10.40469686910471,53.229847,10.4046903
152.57890983332982,90.0,55.50346300000092,53.2293256811276,10.40479327939047,53.2293154,10.4048099
159.36360962500112,0.0,6.784699791671301,53.22932512361916,10.4048982653908,53.2293119,10.4048889
213.32175045832992,-180.0,53.9581408333288,53.22988016089001,10.40477023473656,53.2298517,10.4047826
222.02921095833153,-270.0,8.707460500001616,53.22988314830766,10.40470496032282,53.229847,10.4046903
248.19158037500165,-360.0,26.162369416670117,53.22963210950181,10.40478413186313,53.2296053,10.4048372
272.2413322083303,,24.049751833328628,53.22964049550299,10.40508813011793,53.2296167,10.4050307
