loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2024-05-07T12:08:29.069+02:00,1,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.06214,0.356719970703125,-20.99301528930664,-31.65308380126953,176.7523193359375,172.5799560546875,13.71991443634033,11686.80480425,-0.0084991455078125,-0.1108551025390625,-1.10369873046875,11686.77848225,-0.3946876525878906,0.4582959413528442,-0.04359062016010284,11686.78621625,130.6543121337891,-51.51412963867188,19.17422485351562,11686.79853625,-1.326519614437046,-0.02427570646203159,0.09138226042161812,-0.2819570004940033,0.03968515247106552,0.01678196899592876,-0.004865460097789764,-0.03311929106712341,-0.02588921785354614,XArbitraryCorrectedZVertical,-0.02852379052039753,0.03767394473564165,0.6154377941231503,-0.786767628608052,-0.02417204342782497,-0.09125512838363647,-0.9955341219902039,0.49163818359375,-21.27482604980469,-31.42480659484863,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,0,,,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.082+02:00,2,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.06214,0.356719970703125,-20.99301528930664,-31.65308380126953,176.7523193359375,172.5799560546875,13.71991443634033,11686.83488625,-0.0179290771484375,-0.0982666015625,-1.014541625976562,11686.80856325,-0.09018076211214066,-0.190172865986824,0.03725868836045265,11686.81725625,130.4730682373047,-51.29316711425781,18.88587951660156,11686.82861825,-1.325527046426198,-0.02885717433883786,0.08979050802611629,0.05242719128727913,-0.08293072134256363,0.02829699404537678,0.0246322937309742,0.005349807441234589,-0.04532140493392944,XArbitraryCorrectedZVertical,-0.02650650468598149,0.03897391828090472,0.6151241490652514,-0.7870201480933873,-0.02873693592846394,-0.08966990560293198,-0.9955568909645081,0.2543182373046875,-20.96238327026367,-31.54990386962891,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.112+02:00,3,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.102379,0.412078857421875,-21.18746566772461,-31.5167121887207,176.7040863037109,172.5317230224609,13.72230529785156,11686.86496825,0.0197906494140625,-0.1292724609375,-0.9785308837890625,11686.83864525,0.06635585427284241,0.09444634616374969,0.01060177758336067,11686.84829925,130.5762939453125,-51.5401611328125,19.03387451171875,11686.85869925,-1.325039488164724,-0.02561556399892642,0.0920681989715391,0.08481550216674805,0.2024949491024017,0.02061822824180126,0.02443614229559898,-0.02987275272607803,0.007065236568450928,XArbitraryCorrectedZVertical,-0.02840997859537379,0.03839075846304671,0.6148681329128041,-0.7871825002903694,-0.02550428546965122,-0.09193818271160126,-0.9954380393028259,0.412078857421875,-21.18746566772461,-31.5167121887207,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.142+02:00,4,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.122395,0.5752105712890625,-21.1957893371582,-31.59409332275391,176.7439422607422,172.5715789794922,13.72329139709473,11686.89504925,-0.003997802734375,-0.1553955078125,-0.923583984375,11686.86872725,0.0611317977309227,0.1102079972624779,-0.05010417848825455,11686.87933725,130.4214477539062,-51.4840087890625,18.73139953613281,11686.88878125,-1.326407809812392,-0.02391504768349965,0.09329484614376331,-0.01919718086719513,-0.09338278323411942,-0.07780182361602783,0.01842239685356617,-0.06774438917636871,0.06679290533065796,XArbitraryCorrectedZVertical,-0.02938991969850346,0.03811811354556283,0.6153704794702521,-0.7867670833727869,-0.02380877546966076,-0.09315956383943558,-0.9953665137290955,0.3661956787109375,-21.17097473144531,-31.71041107177734,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.176+02:00,5,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.162361,0.5613250732421875,-21.04265594482422,-31.88055229187012,176.9158477783203,172.7434844970703,13.72558307647705,11686.92513125,-0.00701904296875,-0.14306640625,-0.970306396484375,11686.89880825,-0.07406197488307953,-0.1415675133466721,-0.0825318917632103,11686.91037425,130.7356567382812,-51.32283020019531,18.52137756347656,11686.91886325,-1.328735312418987,-0.02761420783909367,0.09048914931613167,-0.1362738460302353,-0.09363589435815811,-0.05896636843681335,0.03119033761322498,-0.0616728886961937,0.05900555849075317,XArbitraryCorrectedZVertical,-0.02710187014907958,0.03874284498954302,0.61636338599838,-0.7860410655805838,-0.02749773301184177,-0.0903657078742981,-0.9955289363861084,0.5613250732421875,-21.04265594482422,-31.88055229187012,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.202+02:00,6,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.182389,0.5691070556640625,-21.18117523193359,-31.72602844238281,176.9721832275391,172.7998199462891,13.72683238983154,11686.95521225,-0.0301971435546875,-0.11834716796875,-1.037261962890625,11686.92889025,-0.1262383610010147,-0.0308428667485714,-0.04583752900362015,11686.94141325,130.4407501220703,-51.32557678222656,18.94456481933594,11686.94894425,-1.329997051923088,-0.02780618700533562,0.08749096663431914,-0.05695220828056335,0.03460239991545677,-0.02075078152120113,0.005952464416623116,-0.03829201310873032,-0.02815097570419312,XArbitraryCorrectedZVertical,-0.02583925987622299,0.03791205175768807,0.6168864934007874,-0.785713777019624,-0.02769626118242741,-0.08737938851118088,-0.9957900047302246,0.378265380859375,-21.05347442626953,-31.5954647064209,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.232+02:00,7,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.2225,0.6446075439453125,-20.98371505737305,-31.89087104797363,177.0501556396484,172.8777923583984,13.72918796539307,11686.98529425,-0.0495452880859375,-0.122528076171875,-1.03485107421875,11686.95897125,-0.02389814145863056,0.02368375845253468,-0.0259849950671196,11686.97246025,130.8764953613281,-51.26870727539062,18.61595153808594,11686.97902625,-1.331079622762548,-0.02766469301429524,0.08748224424178294,0.007898570038378239,-0.05807385221123695,-0.06560908257961273,-0.01515399105846882,-0.03167840093374252,-0.03804928064346313,XArbitraryCorrectedZVertical,-0.02585897944766005,0.03786778016692181,0.6173099381781539,-0.785382641634071,-0.02755538374185562,-0.08737070113420486,-0.9957947134971619,0.6446075439453125,-20.98371505737305,-31.89087104797363,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.271+02:00,8,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.262671,0.633209228515625,-21.15098190307617,-32.03028106689453,177.3158111572266,173.1434478759766,13.73137474060059,11687.01537625,-0.0393218994140625,-0.1398162841796875,-1.01983642578125,11686.98905325,0.03175393491983414,-0.07259244471788406,-0.09873776137828827,11687.00350125,130.4914703369141,-51.38508605957031,18.40776062011719,11687.00910725,-1.33430788160988,-0.02948894472034608,0.08957698235962447,0.08826899528503418,-0.08706747740507126,-0.1369365453720093,-0.02052981033921242,-0.04300434142351151,-0.04129230976104736,XArbitraryCorrectedZVertical,-0.02605591704133528,0.03927173562672947,0.6185835677727192,-0.7843042878871662,-0.02936645783483982,-0.08945723623037338,-0.9955576658248901,0.3806304931640625,-21.07138824462891,-32.01056671142578,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.305+02:00,9,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.302859,0.6396484375,-21.18679428100586,-32.01248168945312,177.6247253417969,173.4523620605469,13.73341751098633,11687.04545725,-0.0339508056640625,-0.1618194580078125,-0.965972900390625,11687.01913525,0.09996388107538223,-0.06588021665811539,-0.144705519080162,11687.03453925,130.6966705322266,-51.38381958007812,18.15476989746094,11687.03918925,-1.338548442559398,-0.03097624966143235,0.09265669688318795,0.06329178810119629,-0.05272356793284416,-0.1398151814937592,0.0007633455097675323,-0.06349696218967438,0.01734280586242676,XArbitraryCorrectedZVertical,-0.02671828047309054,0.04086255200930628,0.6202394461180536,-0.7828917024774809,-0.03083844296634197,-0.09252417087554932,-0.9952327609062195,0.57440185546875,-21.08742523193359,-32.23994445800781,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
2024-05-07T12:08:29.323+02:00,10,1715076508.999998,53.22957201175029,10.40528681498164,30.50355,0,1.16045,337.0175116274991,180,3.271503595416014,4.808513414556408,-9999,1715076509.302859,0.6396484375,-21.18679428100586,-32.01248168945312,177.6247253417969,173.4523620605469,13.73341751098633,11687.07553925,-0.0357666015625,-0.1562957763671875,-1.0103759765625,11687.04921625,0.02552400156855583,-0.0364978238940239,-0.1314895898103714,11687.06557225,130.7797546386719,-51.53379821777344,18.22140502929688,11687.06927025,-1.342180588804632,-0.03221975804763876,0.09379945373623952,0.01664274372160435,-0.03892471268773079,-0.1021223589777946,-0.003861900418996811,-0.07000382989645004,0.003540694713592529,XArbitraryCorrectedZVertical,-0.02670469648200991,0.04175160190590035,0.6216673027337074,-0.7817118654619163,-0.03207257017493248,-0.09366197139024734,-0.9950873255729675,0.6408538818359375,-21.20403289794922,-32.1943359375,-1,2,11686.52404325,unknown,2,2024-05-07T12:08:28.765+02:00,2024-05-07T12:07:32.247+02:00,12,1.963969,0,0,9.67,0,0,2024-05-07T12:08:27.160+02:00,11683.889267,0,-0.2642326,101.5941,1715076509.071996,10.233.47.90,10.122.55.244,my_iOS_device,0,5,1715076509.046921,1,0.65,0
