loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2024-05-07T12:27:23.126+02:00,1,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.113459,-7.599800109863281,-23.94375610351562,-32.10797119140625,166.3260498046875,162.1589508056641,11.74423694610596,1139279.248758167,-0.0489959716796875,-0.268707275390625,-0.7542724609375,1139279.213899167,0.2357539385557175,0.5076853036880493,-0.03788666054606438,1139279.230514167,101.4008026123047,-369.1546325683594,-801.22412109375,1139279.223859167,-0.2101942914264872,-0.104913937435505,0.2236310947129336,0.0338146835565567,0.6159923672676086,0.02107126265764236,0.003206387162208557,-0.0607752799987793,0.05791765451431274,XArbitraryCorrectedZVertical,0.1053483147518993,-0.06350732040159386,-0.1099235896050542,0.9862988693354615,-0.1021138653159142,-0.2217717468738556,-0.9697371125221252,-8.26031494140625,-23.98367309570312,-31.62689208984375,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,0,,,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.159+02:00,2,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.153386,-7.247581481933594,-23.37533569335938,-32.603271484375,166.5785827636719,162.4114837646484,11.74802780151367,1139279.308517542,-0.09124755859375,-0.2611083984375,-1.032211303710938,1139279.273658167,-0.5732983946800232,0.2969675064086914,-0.00995995569974184,1139279.291462167,101.6173400878906,-368.33837890625,-801.9603881835938,1139279.293577542,-0.2124291662911913,-0.08476326451743423,0.1973207936814019,-0.4745894372463226,0.3203565776348114,-0.2182712405920029,-0.0885356068611145,-0.07156586647033691,-0.03044784069061279,XArbitraryCorrectedZVertical,0.09338746245055699,-0.0523584354247487,-0.1095545306343199,0.9881980292183841,-0.08301896601915359,-0.1960428208112717,-0.9770747423171997,-7.584251403808594,-23.446533203125,-32.36419677734375,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.218+02:00,3,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.213076,-6.453353881835938,-23.22463989257812,-33.01904296875,167.4430694580078,163.2759704589844,11.7533483505249,1139279.368275542,-0.064239501953125,-0.3143310546875,-0.987030029296875,1139279.333416542,-0.1949364691972733,0.1663684695959091,-0.23967145383358,1139279.352412542,102.4769134521484,-368.1466064453125,-802.664306640625,1139279.363295542,-0.2321063554085796,-0.06656338430134494,0.1833168529571459,0.01874881610274315,0.1981291472911835,-0.3086307644844055,-0.005874045193195343,-0.1270954012870789,-0.02079451084136963,XArbitraryCorrectedZVertical,0.08702720525543411,-0.04350563943136677,-0.1182681520877197,0.9882035384233239,-0.06539975851774216,-0.1822918504476547,-0.9810670614242554,-6.453353881835938,-23.22463989257812,-33.01904296875,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.280+02:00,4,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.272851,-5.985015869140625,-23.252197265625,-33.162841796875,168.3236694335938,164.1565704345703,11.75835704803467,1139279.428033542,-0.008514404296875,-0.3414459228515625,-0.87060546875,1139279.393174542,-0.0204584039747715,0.09808928519487381,-0.25777268409729,1139279.413365542,102.8144073486328,-368.2051391601562,-802.9281005859375,1139279.398154542,-0.2425002726274145,-0.06080535111502738,0.1846980542488143,-0.04132717102766037,0.1100439131259918,-0.2482027858495712,0.04648969322443008,-0.1700185090303421,0.09988850355148315,XArbitraryCorrectedZVertical,0.08783740287601967,-0.04119512892766573,-0.1231648600991716,0.9876324974298131,-0.05973433330655098,-0.1836497336626053,-0.9811751246452332,-6.206100463867188,-23.36834716796875,-33.1513671875,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.337+02:00,5,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.33258,-5.896926879882812,-23.22567749023438,-33.12628173828125,168.9085998535156,164.7415008544922,11.76380920410156,1139279.487791542,-0.0480499267578125,-0.383087158203125,-0.88006591796875,1139279.452932542,-0.02758528850972652,-0.1820105463266373,-0.1530579924583435,1139279.474324542,102.8930511474609,-368.0858154296875,-802.8853759765625,1139279.467872542,-0.2562980745075682,-0.06223110862361055,0.1823101069593858,0.01670580357313156,-0.1161305904388428,-0.1349682509899139,0.03114624321460724,-0.1788360923528671,0.1157554388046265,XArbitraryCorrectedZVertical,0.08627936166113541,-0.04235505138077027,-0.1300151107833113,0.986842514759922,-0.06116028875112534,-0.1813018769025803,-0.981523871421814,-5.838783264160156,-23.23297119140625,-33.18707275390625,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.408+02:00,6,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.392346,-5.502113342285156,-23.59512329101562,-33.08343505859375,169.1646575927734,164.99755859375,11.76933670043945,1139279.547549542,-0.077728271484375,-0.353271484375,-0.9942779541015625,1139279.512690542,0.01537629310041666,0.1804350167512894,-0.03452335670590401,1139279.535284542,103.3282928466797,-368.537353515625,-803.005615234375,1139279.537589542,-0.2623831784412894,-0.05424287397993098,0.1858912248550478,-0.1428968608379364,0.1673815697431564,-0.16581891477108,-0.0476241372525692,-0.2009655088186264,0.07655662298202515,XArbitraryCorrectedZVertical,0.08844828742170879,-0.03890580360394944,-0.1326982914776835,0.9864352116354931,-0.0532822348177433,-0.1848224848508835,-0.9813264608383179,-5.789520263671875,-23.57073974609375,-33.26397705078125,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.457+02:00,7,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.452129,-5.407821655273438,-23.65469360351562,-33.12042236328125,169.9974060058594,165.8303070068359,11.77517032623291,1139279.607307542,-0.0904693603515625,-0.390350341796875,-1.091934204101562,1139279.572448542,0.06867759674787521,-0.01987463794648647,-0.2276880145072937,1139279.596240542,103.7391510009766,-368.5945434570312,-802.695556640625,1139279.572448542,-0.2697941734239882,-0.04986315086114408,0.1858551097762798,0.07238593697547913,-0.02108714729547501,-0.2350149154663086,0.00410803034901619,-0.1412781029939651,-0.09366875886917114,XArbitraryCorrectedZVertical,0.08858408536273256,-0.03707175152546192,-0.1361586960785565,0.9860219313521601,-0.04898413270711899,-0.1847869902849197,-0.9815570712089539,-5.368507385253906,-23.451416015625,-33.1513671875,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.528+02:00,8,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.511884,-4.855247497558594,-24.03875732421875,-32.637451171875,171.1157379150391,166.9486389160156,11.7795934677124,1139279.667065542,-0.0479278564453125,-0.4067840576171875,-1.127182006835938,1139279.632206542,0.1294818222522736,0.1099709719419479,-0.3284593820571899,1139279.657186542,104.4015045166016,-368.9302062988281,-802.179931640625,1139279.642166542,-0.2914935736688943,-0.04360793929349836,0.1995390087251254,0.1036291867494583,0.04154736921191216,-0.3366803228855133,-0.03744055330753326,-0.2557162344455719,-0.1543644070625305,XArbitraryCorrectedZVertical,0.09537399415413847,-0.03592601406720015,-0.1466233471195609,0.9839281890316061,-0.04272912815213203,-0.198217511177063,-0.9792262315750122,-4.977920532226562,-24.16183471679688,-32.7630615234375,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.576+02:00,9,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.57161,-4.48944091796875,-24.41900634765625,-32.58099365234375,171.5029296875,167.3358306884766,11.77868366241455,1139279.726823542,-0.08489990234375,-0.0991668701171875,-1.227783203125,1139279.691965542,0.005515672732144594,0.08611198514699936,-0.05896691232919693,1139279.718128542,104.7029266357422,-369.3926391601562,-802.2099609375,1139279.711884542,-0.3043804423494417,-0.03999561760504346,0.2026333771209943,0.09433824568986893,0.0001722254091873765,-0.03648102656006813,-0.01780945807695389,0.06213510036468506,-0.3017303943634033,XArbitraryCorrectedZVertical,0.09693838303154767,-0.034994605839905,-0.1527949261156593,0.9828693314005168,-0.03916686400771141,-0.2012495249509811,-0.9787566661834717,-4.461090087890625,-24.32369995117188,-32.54949951171875,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
2024-05-07T12:27:23.647+02:00,10,1715077642.999639,53.22958949230719,10.40531224547011,33.21338,0.6261708,1.101812,32.15138065988928,80.57760343835385,3.354192808485188,4.751202756807489,-9999,1715077643.631412,-4.691726684570312,-25.16421508789062,-32.3385009765625,172.7797088623047,168.6126098632812,11.78386116027832,1139279.786582542,-0.145843505859375,-0.1497802734375,-0.8303375244140625,1139279.751723542,0.2173586785793304,-0.557165801525116,-0.3404848873615265,1139279.779082542,104.4919586181641,-370.1536865234375,-801.9421997070312,1139279.781602542,-0.3243340673246302,-0.06416250026361796,0.218330158224785,0.3204503059387207,-0.4292251467704773,-0.5101403594017029,-0.07786080241203308,0.07940793037414551,0.1266412138938904,XArbitraryCorrectedZVertical,0.1023155933293023,-0.04904792083372018,-0.1638622555782259,0.9799362582619376,-0.06259634345769882,-0.2165997326374054,-0.9742516279220581,-4.691726684570312,-25.16421508789062,-32.3385009765625,-1,2,0,unknown,0,null,null,0,0,0,0,0,0,0,null,0,0,0,0,1715077643.130129,0.0.0.0,100.108.141.32,my_iOS_device,0,1,1715077643.099627,1,0.9,0
